name,testers,averageRating,rankingStDev,mapLink
Archaeomancer's Map,1,2.0,0.0,/resources/cube-map/?cube=
"Osgir, the Reconstructor",1,2.0,0.0,/resources/cube-map/?cube=
"Felisa, Fang of Silverquill",1,1.6,0.0,/resources/cube-map/?cube=
Bronze Guardian,1,1.0,0.0,/resources/cube-map/?cube=
Study Hall,1,1.0,0.0,/resources/cube-map/?cube=90x
