name,testers,averageRating,rankingStDev,mapLink
Dragonsguard Elite,38,2.1684210526315795,0.5781573557240618,/resources/cube-map/?cube=jq&cube=5ar&cube=j9&cube=5xj&cube=9&cube=k70&cube=gll&cube=4qw&cube=wov&cube=1ou&cube=wt5&cube=t1i&cube=di1&cube=b8&cube=hm4&cube=kap&cube=92t&cube=uaf&cube=6t1&cube=or&cube=u86&cube=6ul&cube=qlo&cube=dhi&cube=1s&cube=160
Closing Statement,3,2.1666666666666665,0.38586123009300755,/resources/cube-map/?cube=yo0&cube=k70
Witherbloom Campus,2,2.15,0.45000000000000007,/resources/cube-map/?cube=3gh
Expanded Anatomy,4,2.125,0.21650635094610965,/resources/cube-map/?cube=jvu&cube=1hs
Mage Duel,2,2.1,0.9,/resources/cube-map/?cube=u86
Selfless Glyphweaver // Deadly Vanity,2,2.1,0.4,/resources/cube-map/?cube=yn4&cube=yo0
Culling Ritual,12,2.0916666666666663,0.5282965286865153,/resources/cube-map/?cube=jq&cube=j9&cube=9&cube=wt5&cube=b8&cube=uaf&cube=mc
Galazeth Prismari,22,2.090909090909091,0.5783275974025063,/resources/cube-map/?cube=yo0&cube=1g&cube=1ou&cube=rpx&cube=8n&cube=3am&cube=1so&cube=amh&cube=91q&cube=t1i&cube=di1&cube=lcq&cube=uaf&cube=m78&cube=69
Curate,37,2.0864864864864865,0.5348210926737429,/resources/cube-map/?cube=yo0&cube=3gh&cube=k70&cube=gll&cube=1so&cube=amh&cube=t1i&cube=di1&cube=k4a&cube=k8&cube=l9i&cube=c4p&cube=92t&cube=kk7&cube=69&cube=7g&cube=k5a&cube=um4&cube=6ul&cube=256&cube=bw0&cube=mc&cube=1s&cube=dre&cube=6r2
Rushed Rebirth,7,2.085714285714286,0.5792324266489512,/resources/cube-map/?cube=1g&cube=uzu&cube=91q&cube=f47&cube=k8&cube=uaf
Expressive Iteration,25,2.0680000000000005,0.36630042315017886,/resources/cube-map/?cube=djg&cube=j9&cube=5xj&cube=4ij&cube=9&cube=t7&cube=gll&cube=3am&cube=7yk&cube=74x&cube=b8&cube=k8&cube=l9i&cube=kk7&cube=um4&cube=6ul&cube=6r2&cube=78g
Silverquill Silencer,6,2.066666666666667,0.5878397362849466,/resources/cube-map/?cube=5xj&cube=wt5&cube=t1i&cube=uaf&cube=1s&cube=9bd
Ecological Appreciation,9,2.066666666666667,0.4546060565661952,/resources/cube-map/?cube=j9&cube=wt5&cube=1vv&cube=b8
Velomachus Lorehold,14,2.0642857142857145,0.541963550246618,/resources/cube-map/?cube=4ij&cube=rpx&cube=1vv&cube=uaf&cube=85d&cube=25y&cube=6ul&cube=qlo&cube=mc&cube=1bh
Torrent Sculptor // Flamethrower Sonata,5,2.06,0.34409301068170506,/resources/cube-map/?cube=yo0&cube=1g&cube=1so&cube=c4p
Quandrix Apprentice,20,2.0599999999999996,0.5562373594069352,/resources/cube-map/?cube=jq&cube=j9&cube=5xj&cube=9&cube=gll&cube=4qw&cube=1ou&cube=b8&cube=or&cube=1hs&cube=2j0&cube=dre
Fracture,21,2.057142857142858,0.5141534221383717,/resources/cube-map/?cube=j9&cube=5xj&cube=9&cube=pn9&cube=4qw&cube=8dt&cube=rpx&cube=wt5&cube=7yk&cube=91q&cube=k4a&cube=b8&cube=413&cube=riz&cube=2le&cube=uaf
Confront the Past,4,2.05,0.6873863542433759,/resources/cube-map/?cube=rpx&cube=wt5&cube=1hs
Magma Opus,6,2.05,0.5823801736552049,/resources/cube-map/?cube=uzu&cube=1so&cube=c4p
Efreet Flamepainter,3,2.033333333333333,0.6847546194724712,/resources/cube-map/?cube=7u&cube=wt5&cube=u86
Blade Historian,7,2.028571428571429,0.6605501726683939,/resources/cube-map/?cube=yo0&cube=jvu&cube=j15&cube=u86&cube=6ul
Reconstruct History,8,2.025,0.6015604707757982,/resources/cube-map/?cube=nw&cube=4ij&cube=uzu&cube=wt5&cube=c4p&cube=1hs
Venerable Warsinger,33,2.021212121212121,0.4828937870277955,/resources/cube-map/?cube=yo0&cube=pn9&cube=8n&cube=1so&cube=f47&cube=t1i&cube=di1&cube=1vv&cube=4gr&cube=k8&cube=hm4&cube=kap&cube=c4p&cube=1su&cube=92t&cube=uaf&cube=6ul&cube=1hs&cube=qlo&cube=f15&cube=mc&cube=1s&cube=6r2&cube=7rs
Professor of Symbology,10,2.02,0.589576118919347,/resources/cube-map/?cube=8dt&cube=95m&cube=1vv&cube=c4p&cube=1hs&cube=2j0&cube=6r2
Conspiracy Theorist,50,2.0039999999999996,0.511061640117902,/resources/cube-map/?cube=jq&cube=5ar&cube=j9&cube=nw&cube=1g&cube=9&cube=gll&cube=95m&cube=t1i&cube=di1&cube=k4a&cube=1vv&cube=k8&cube=l9i&cube=kap&cube=c4p&cube=1su&cube=92t&cube=kk7&cube=69&cube=j15&cube=7g&cube=or&cube=1qx&cube=9p1&cube=hy2&cube=6ul&cube=9od&cube=qlo&cube=256&cube=1s&cube=6r2&cube=2b1
"Jadzi, Oracle of Arcavios // Journey to the Oracle",3,2.0,0.408248290463863,/resources/cube-map/?cube=lcq
Mage Hunters' Onslaught,2,2.0,1.0,/resources/cube-map/?cube=6ul
Verdant Mastery,1,2.0,0.0,/resources/cube-map/?cube=
Basic Conjuration,2,2.0,0.5,/resources/cube-map/?cube=1hs
Cram Session,2,2.0,1.0,/resources/cube-map/?cube=jvu
Quandrix Campus,1,2.0,0.0,/resources/cube-map/?cube=
Big Play,1,2.0,0.0,/resources/cube-map/?cube=
Accomplished Alchemist,1,2.0,0.0,/resources/cube-map/?cube=f47
Professor's Warning,2,2.0,0.5,/resources/cube-map/?cube=u86
Spectacle Mage,1,2.0,0.0,/resources/cube-map/?cube=
Charge Through,1,2.0,0.0,/resources/cube-map/?cube=u86
Tanazir Quandrix,2,2.0,0.0,/resources/cube-map/?cube=f47
Waterfall Aerialist,1,2.0,0.0,/resources/cube-map/?cube=
Bookwurm,3,2.0,0.0,/resources/cube-map/?cube=1hs&cube=wxx
Shadewing Laureate,1,2.0,0.0,/resources/cube-map/?cube=
Square Up,2,2.0,1.0,/resources/cube-map/?cube=jvu&cube=6ul
Dream Strix,1,2.0,0.0,/resources/cube-map/?cube=1hs
Mercurial Transformation,2,2.0,0.0,/resources/cube-map/?cube=1hs
Eyetwitch,1,2.0,0.0,/resources/cube-map/?cube=1hs
Poet's Quill,4,2.0,0.5,/resources/cube-map/?cube=1su&cube=j15&cube=1hs
Bury in Books,1,2.0,0.0,/resources/cube-map/?cube=
"Kasmina, Enigma Sage",4,2.0,0.5873670062235365,/resources/cube-map/?cube=wt5
Humiliate,7,1.9857142857142858,0.596246764420263,/resources/cube-map/?cube=k70&cube=gll&cube=1so&cube=k5a&cube=1hs
Silverquill Command,9,1.9777777777777783,0.5072316538005922,/resources/cube-map/?cube=92t&cube=or&cube=u86&cube=1hs&cube=og8&cube=6r2
Lash of Malice,15,1.96,0.5523284047255461,/resources/cube-map/?cube=3gh&cube=j9&cube=8am&cube=k8&cube=92t&cube=or&cube=u86&cube=2b1&cube=78g&cube=6f
Semester's End,7,1.957142857142857,0.4836088822803073,/resources/cube-map/?cube=7u&cube=k70&cube=6ul
"Plargg, Dean of Chaos // Augusta, Dean of Order",30,1.9566666666666668,0.5219727536524829,/resources/cube-map/?cube=yo0&cube=nw&cube=gll&cube=1ou&cube=sc3&cube=95m&cube=k4a&cube=k8&cube=c4p&cube=kk7&cube=7g&cube=9od&cube=19s&cube=1hs&cube=qlo&cube=256&cube=dhi&cube=cux&cube=6r2&cube=opp&cube=2b1&cube=78g
"Valentin, Dean of the Vein // Lisette, Dean of the Root",15,1.9466666666666665,0.5795017016560194,/resources/cube-map/?cube=yo0&cube=1ou&cube=rpx&cube=wt5&cube=f47&cube=lcq&cube=hm4&cube=jni&cube=69
